550,3610,2044,1068,950,672,660
551,3610,2044,1068,950,672,660
552,3575.740281,2022.362283,1046.362283,950,673.8031431,678.9330025
553,3545.107438,2025.990083,1039.438017,963.8842975,682.1090909,694.2247934
554,3577.751861,2101.498759,1084.580645,995.8312655,696.3325062,674.2084367
555,3607.528536,2081.647643,1041.569892,962.7460711,683.0984285,675.8626964
556,3661.619205,2166.538079,1072.918874,988.8460265,695.6639073,672.9635762
557,3724.953642,2179.913907,1081.652318,993.3046358,677.6970199,668.4784768
558,3819.380795,2201.519868,1072.534768,977.557947,681.0778146,668.4884106
559,3885.140728,2243.089404,1069.761589,960.9701987,693.4470199,676.8509934
560,3818.592715,2234.703642,1091.889073,963.5778146,651.7996689,690.4519868
561,3802.036424,2242.981788,1067.054636,958.6109272,696.5016556,672.2400662
562,3798.548013,2241.096026,1107.559603,975.4238411,706.3559603,684.5198675
563,3731.543046,2224.493377,1090.771523,989.7533113,694.7086093,695.5380795
564,3664.250207,2208.94449,1085.388567,993.7083679,686.2916321,707.6387738
565,3609.198675,2201.476821,1132.195364,1002.195364,684.1125828,718.7384106
566,3486,2192.458091,1178.152697,1047.847303,663.3742739,716.1377593
567,3486,2202.416598,1181.472199,1044.527801,693.2497925,762.6107884
568,3509.690141,2183.096935,1194.541839,1050.967688,695.2129246,749.0969345
569,3498.989229,2134.079536,1210.505385,1052.949461,689.7978459,745.2526926
570,3470.801988,2088.094449,1207.264292,1049.877382,685.2924606,745.0472245
571,3443.784411,2060.514096,1179.621891,1047.094527,681.4461028,730.1625207
572,3398.697095,2017.976763,1159.256432,1051.512033,669.7211618,703.6514523
573,3448.489627,2016.317012,1106.144398,1016.657261,649.8041494,678.7551867
574,3373.477612,1978.434494,1077.217247,1007.31675,648.6832504,657.9004975
575,3309.981743,1952.994191,1063.99668,984.9825726,646.9975104,658.006639
576,3317.041459,1931.47927,1042.179104,969.9402985,638.0597015,666
577,3369.307884,1911.878838,1006.637344,973.3958506,624.7253112,661.219917
578,3334.453112,1963.33112,1009.956846,928.5825726,618.0863071,636.3236515
579,3322.523256,1913.174419,1008.360465,909.9651163,604.8837209,622.8837209
580,3343.392531,1946.185892,1010.59917,925.4937759,631.8904564,623.8987552
581,3342.569295,1953.691286,999.5286307,929.2846473,645.1219917,643.2680498
582,3347.191701,1939.095436,987.2381743,928.8099585,642.6190871,649.6182573
583,3379.386534,1944.32419,986.6483791,942.0448878,642.882793,626.7481297
584,3316.211139,1934.349127,966.6982544,930.407315,636.2327515,655.0108063
585,3453.460133,1935.60299,977.2209302,946.0299003,632.7940199,631.9551495
586,3436.171096,1947.377076,977.4717608,924.717608,629.4717608,624.7358804
587,3433.803661,1956.780366,971.3660566,915.5607321,629.8535774,622.1464226
588,3455.975083,1964.717608,973.076412,917.872093,634.358804,627.076412
589,3425.724023,1970.72818,988.9958437,906.7448047,638.7448047,646.5103907
590,3384.161264,1935.815461,982.3458022,898.4322527,630.4322527,663.1354946
591,3419.79402,1951.322259,944.2059801,872.8039867,611.10299,646.6777409
592,3387.875104,1921.308909,966.2131557,910.602831,644.4079933,624.6544546
593,3362.902743,1912.638404,990.5137157,934.3890274,652.6533666,622.1246883
594,3375.305071,1953.436409,990.3474647,918.1296758,637.3915212,630.3042394
595,3408.334721,2016.631141,979.6502914,893.9317236,647.3688593,623.7185679
596,3439.975021,2006.639467,1006.294754,937.2289759,657.3605329,607.0657785
597,3524.473815,1987.326683,981.5461347,943.1122195,665.7805486,627.7855362
598,3622.397671,1982,992.2945092,917.1680532,642.3876872,636.4392679
599,3737.26,2012.975,981.875,918.585,621.575,625.61
600,3830.261231,2065.768719,968.3194676,938.1447587,613.797005,618.2612313
601,3862.105,2103.72,1006.86,926.28,614.02,638.065
602,3940.438333,2117.053333,1013.526667,912.9466667,660.6866667,623.065
603,3966.094842,2130.366057,1020.183028,938.2778702,643.9051581,637.4575707
604,3974.421316,2118.261449,1024.421316,956.8959201,611.3655287,651.6852623
605,4033.030859,2171.172644,1065.482902,959.6130108,620.3219349,653.6130108
606,4155.009159,2271.059117,1116.544546,965.4354704,660.5345545,656.7127394
607,4339.384487,2335.661384,1124.305254,996.6305254,677.7898249,683.9933278
608,4763.070892,2444.085071,1174.346956,1001.634696,676.1217681,715.6864053
609,5186.103247,2651.139051,1289.147377,1097.710241,662.1065779,724.1748543
610,5892.48,2939.9,1473.25,1232.48,691.88,774.4
611,6779.87156,3346.200167,1703.609675,1380.965805,764.0116764,844.6055046
612,7607.845,3741.035,1948.3,1509.25,843.805,903.265
613,8024.704508,3898.797997,2149.8798,1582.21202,887.6961603,930.3322204
614,7400.330551,3731.853088,2133.185309,1583.881469,901.0517529,948.6961603
615,6265.06422,3239.616347,1848.418682,1467.778148,841.5646372,937.6030025
616,5254.560935,2800.200334,1517.385643,1284.100167,771.5959933,869.409015
617,4507.394495,2479.326105,1294.106756,1144.517098,725.5763136,785.4045038
618,4065.736227,2285.75626,1187.871452,1076.101836,704.4407346,724.2170284
619,3881.256047,2185.786489,1113.919933,1032.793995,690.675563,699.9466222
620,3712.782319,2065.686405,1068.882402,979.4161802,695.6797331,669.9216013
621,3833.368421,2090.842105,1086.330827,968.1804511,661.593985,660.1804511
622,4073.564274,2108.63606,1068.559265,983.2721202,685.3105175,654.2988314
623,4349.14787,2121.231412,1053.096074,967.786132,667.1311612,661.9431913
624,4568.477462,2136.891486,1050.277129,951.5058431,629.7629382,667.1085142
625,4623.959866,2143.745819,1041.849498,989.0234114,655.4648829,649.5117057
626,4349.712375,2073.511706,1013.421405,982.3344482,665.4983278,646.1672241
627,3961.709516,2025.592654,1021.51586,945.5225376,650.1402337,650.7579299
628,3803.638796,1997.652174,990.0468227,936,659.8327759,653.2575251
629,3737.343358,1979.639098,987.6507937,949.9348371,665.2130326,655.8579783
630,3677.986622,1982.607023,1021.807692,956.3946488,646.9916388,647.7943144
631,3626.085213,2006.825397,1054.817043,936.9958229,616.3575606,627.8128655
632,3651.14787,1975.079365,1059.829574,955.3751044,643.091061,651.2046784
