0.0012233481,0.0026868433,0.02095681,0.00218991,0.003745255,0.0022019963,0.0026600268,0.0012927894,0.0007263273,0.10685654,0.00013943482,0.0016242415,0.0039833486,0.0012860559
0.0008722618,0.0018717907,0.0096935425,0.00021724962,0.0031495653,0.0009267507,0.005866332,0.0010166867,0.0010344614,0.03084524,0.00034463126,0.0010458473,0.0024816245,0.00091454014
0.0038433336,0.00049217045,0.015751325,0.00095045473,0.0029673232,0.00049790554,0.0036954815,0.0016601114,0.00080810813,0.101205766,0.004036449,0.004787049,0.0017048344,0.007882949
0.0013062097,0.0034032762,0.122732,0.009111629,0.001375996,0.0073704524,0.009914704,0.007016291,0.0022257934,0.07895906,0.0048155338,0.00477992,8.260459e-05,0.016829524
0.0019855276,0.0055277124,0.057769302,0.004375699,0.0045829006,0.0019021998,0.009947459,0.0011395281,0.010096318,0.066960774,0.008742286,0.0041558202,0.0032894462,0.0019248798
0.0072110146,0.0039167143,0.033106264,0.0002927985,0.0011652173,0.0011454776,0.0028232252,0.0005584154,0.0011352426,0.14720087,0.0045553185,0.0043593477,0.0050861016,4.9583614e-05
0.0015258715,0.0010353532,0.03130654,0.0053683757,0.000959428,0.0034420993,0.0028504059,0.0017643347,0.001052225,0.115918934,0.0007803822,0.006822124,0.0006406456,0.003003925
0.003693033,0.0016428772,0.018858364,0.000112783164,0.0032280632,0.0036034891,0.0024764258,0.0012430623,0.000203392,0.03865991,0.0010997076,0.0004406413,0.0031594783,0.0003963858
0.004042346,0.004421182,0.03722627,0.0055236965,0.0024848469,0.0041167517,0.0042532943,0.0018884689,0.0038387228,0.036471665,0.0014281757,0.0027354378,8.379668e-05,0.0017371103
0.0018001646,0.0016166233,0.011441875,0.00015586335,0.00021955371,0.00015331293,0.0017038872,0.0012269588,0.00013296027,0.0078011197,0.0003521219,0.0007872358,0.00048340857,0.00094173476
0.0007849112,0.0013909303,0.0020526126,0.00048903935,0.000355185,0.00046113087,9.119697e-05,7.010158e-05,0.0005387808,0.022016585,0.0020186454,0.00067966897,0.0018455312,0.0010479987
0.001527004,0.0006106198,0.027826026,0.00019927509,0.003061016,0.00037077232,0.003947057,0.0006781146,0.0002094158,0.030924417,0.0013028607,0.0011781175,0.0023501813,0.0004387796
