200.0,88.0
201.0,82.1877
202.0,66.9519
203.0,81.1586
204.0,84.0
205.0,83.1571
206.0,80.7346
207.0,76.0032
208.0,79.1627
209.0,75.3555
210.0,75.7046
211.0,81.0379
212.0,76.2986
213.0,78.9628
214.0,74.6877
215.0,70.0
216.0,70.449
217.0,73.6111
218.0,74.0
219.0,73.0301
220.0,70.3434
221.0,66.1345
222.0,67.7168
223.0,66.7009
224.0,67.7641
225.0,70.0
226.0,70.0
227.0,70.0
228.0,67.5709
229.0,69.9937
230.0,74.0809
231.0,66.1507
232.0,69.1094
233.0,65.4458
234.0,64.8929
235.0,68.4548
236.0,60.5309
237.0,68.8787
238.0,65.6101
239.0,62.6011
240.0,66.8165
241.0,58.8737
242.0,66.4695
243.0,70.9984
244.0,66.7286
245.0,54.519
246.0,59.281
247.0,65.3905
248.0,68.0
249.0,64.8451
250.0,57.0286
251.0,71.3143
252.0,67.5504
253.0,63.1201
254.0,62.0
255.0,62.1207
256.0,65.2979
257.0,67.2385
258.0,68.8296
259.0,68.7361
260.0,64.0
261.0,64.0
262.0,62.8083
263.0,61.2166
264.0,60.3755
265.0,61.9666
266.0,72.9124
267.0,66.7825
268.0,64.4678
269.0,70.6561
270.0,64.2866
271.0,70.0925
272.0,64.1863
273.0,57.2914
274.0,56.905
275.0,61.6935
276.0,59.0167
277.0,56.9147
278.0,58.0383
279.0,61.4514
280.0,58.2616
281.0,59.4641
282.0,57.8803
283.0,58.622
284.0,63.2476
285.0,58.4553
286.0,55.1132
287.0,60.2446
288.0,63.4482
289.0,58.4665
290.0,61.6613
291.0,59.1438
292.0,55.9489
293.0,52.1295
294.0,48.4441
295.0,51.639
296.0,53.4192
297.0,56.0351
298.0,56.768
299.0,54.8633
300.0,61.2582
301.0,62.0
302.0,56.9321
303.0,50.7734
304.0,48.6432
305.0,53.4432
306.0,59.6621
307.0,59.968
308.0,57.3835
309.0,55.3462
310.0,50.5385
311.0,55.6878
312.0,56.976
313.0,56.6261
314.0,58.911
315.0,65.3264
316.0,58.8285
317.0,56.0
318.0,56.0
319.0,55.7564
320.0,54.1538
321.0,56.9021
322.0,59.0553
323.0,56.7041
324.0,51.053
325.0,57.4735
326.0,62.4241
327.0,59.6824
328.0,56.0
329.0,55.7092
330.0,54.1028
331.0,54.0
332.0,55.1077
333.0,58.1463
334.0,62.0
335.0,62.0
336.0,57.3939
337.0,54.8569
338.0,54.0
339.0,54.7197
340.0,57.9325
341.0,54.8496
342.0,54.0
343.0,52.4135
344.0,50.4019
345.0,52.0193
346.0,55.2373
347.0,53.5427
348.0,52.839
349.0,52.6511
350.0,48.1834
351.0,53.0105
352.0,50.1594
353.0,45.3263
354.0,43.5085
355.0,48.4577
356.0,54.9041
357.0,51.9839
358.0,51.9002
359.0,54.0
360.0,53.6516
361.0,50.4258
362.0,51.4
363.0,50.9871
364.0,52.5052
365.0,57.0379
366.0,50.5811
367.0,52.9379
368.0,47.5012
369.0,46.8774
370.0,55.6898
371.0,54.0743
372.0,52.46
373.0,53.1551
374.0,50.1439
375.0,44.7754
376.0,48.0032
377.0,49.62
378.0,52.4717
379.0,54.8521
380.0,55.5307
381.0,54.2619
382.0,59.1124
383.0,54.712
384.0,50.1213
385.0,47.4434
386.0,46.8745
387.0,54.9717
388.0,57.4126
389.0,58.0
390.0,53.4466
391.0,45.3441
392.0,53.4413
393.0,57.0178
394.0,54.611
395.0,54.2512
396.0,56.1442
397.0,48.0405
398.0,52.8379
399.0,54.0
400.0,57.4165
401.0,61.0495
402.0,58.3893
403.0,64.8775
404.0,60.6342
405.0,59.9286
406.0,62.0
407.0,60.9457
408.0,52.8354
409.0,66.5617
410.0,67.6818
411.0,64.0
412.0,64.0
413.0,64.0
414.0,68.7289
415.0,73.6019
416.0,76.0
417.0,76.9001
418.0,80.2246
419.0,85.1066
420.0,87.3274
421.0,88.9528
422.0,92.3154
423.0,99.4365
424.0,110.8371
425.0,110.5398
426.0,116.5171
427.0,122.7139
428.0,125.0293
429.0,129.9073
430.0,133.1954
431.0,137.6762
432.0,139.1459
433.0,137.5167
434.0,135.8893
435.0,134.2606
436.0,129.8891
437.0,131.0
438.0,132.7416
439.0,128.7031
440.0,120.5465
441.0,126.0831
442.0,123.3931
443.0,117.6528
444.0,116.0636
445.0,123.7796
446.0,115.6163
447.0,103.5334
448.0,98.0
449.0,100.2904
450.0,106.0
